epoch,step,train_loss
0,49,10.618773460388184
1,99,9.131278038024902
2,149,8.934175491333008
3,199,8.843094825744629
4,249,8.779722213745117
5,299,8.724543571472168
6,349,8.688740730285645
7,399,8.649591445922852
8,449,8.616229057312012
9,499,8.592981338500977
10,549,8.566195487976074
11,599,8.539656639099121
12,649,8.523478507995605
13,699,8.50107479095459
14,749,8.488361358642578
15,799,8.472596168518066
16,849,8.447978973388672
17,899,8.442405700683594
18,949,8.422357559204102
19,999,8.407337188720703
20,1049,8.396946907043457
21,1099,8.383355140686035
22,1149,8.3721342086792
23,1199,8.361547470092773
24,1249,8.34672737121582
25,1299,8.340298652648926
26,1349,8.330705642700195
27,1399,8.316427230834961
28,1449,8.310108184814453
29,1499,8.295543670654297
30,1549,8.286456108093262
31,1599,8.282411575317383
32,1649,8.26770305633545
33,1699,8.267322540283203
34,1749,8.257452011108398
35,1799,8.24254322052002
36,1849,8.241983413696289
37,1899,8.231583595275879
38,1949,8.221220016479492
39,1999,8.213451385498047
40,2049,8.210821151733398
41,2099,8.195828437805176
42,2149,8.195086479187012
43,2199,8.184225082397461
44,2249,8.184556007385254
45,2299,8.175171852111816
46,2349,8.162217140197754
47,2399,8.164331436157227
48,2449,8.151459693908691
49,2499,8.143819808959961
50,2549,8.142149925231934
51,2599,8.132890701293945
52,2649,8.129745483398438
53,2699,8.124890327453613
54,2749,8.113958358764648
55,2799,8.113982200622559
56,2849,8.105059623718262
57,2899,8.096894264221191
58,2949,8.095595359802246
59,2999,8.088168144226074
60,3049,8.078595161437988
61,3099,8.077705383300781
62,3149,8.069330215454102
63,3199,8.069387435913086
64,3249,8.064553260803223
65,3299,8.051310539245605
66,3349,8.055706977844238
67,3399,8.044669151306152
68,3449,8.038155555725098
69,3499,8.035405158996582
70,3549,8.029644012451172
71,3599,8.025211334228516
72,3649,8.021562576293945
73,3699,8.012882232666016
74,3749,8.012587547302246
75,3799,8.008776664733887
76,3849,7.999942779541016
77,3899,7.998502731323242
78,3949,7.98896598815918
79,3999,7.984290599822998
80,4049,7.984980583190918
81,4099,7.974374771118164
82,4149,7.978015899658203
83,4199,7.971742153167725
84,4249,7.960569858551025
85,4299,7.964117527008057
86,4349,7.956785202026367
87,4399,7.9496636390686035
88,4449,7.9453887939453125
89,4499,7.945542812347412
90,4549,7.933585166931152
91,4599,7.935911655426025
92,4649,7.927784442901611
93,4699,7.930522918701172
94,4749,7.923919677734375
95,4799,7.913480758666992
96,4849,7.918248176574707
97,4899,7.907348155975342
98,4949,7.902169227600098
99,4999,7.902834892272949
