epoch,step,train_loss
0,49,10.510278701782227
1,99,9.054496765136719
2,149,8.89259147644043
3,199,8.8100004196167
4,249,8.750247955322266
5,299,8.697305679321289
6,349,8.66426944732666
7,399,8.626543045043945
8,449,8.594156265258789
9,499,8.571667671203613
10,549,8.545473098754883
11,599,8.519416809082031
12,649,8.503702163696289
13,699,8.481525421142578
14,749,8.46911334991455
15,799,8.45361614227295
16,849,8.429095268249512
17,899,8.423591613769531
18,949,8.403772354125977
19,999,8.389086723327637
20,1049,8.37863540649414
21,1099,8.365047454833984
22,1149,8.353991508483887
23,1199,8.343563079833984
24,1249,8.328888893127441
25,1299,8.322600364685059
26,1349,8.31313419342041
27,1399,8.29897689819336
28,1449,8.292693138122559
29,1499,8.278146743774414
30,1549,8.269170761108398
31,1599,8.26523208618164
32,1649,8.250622749328613
33,1699,8.250343322753906
34,1749,8.240490913391113
35,1799,8.225593566894531
36,1849,8.225127220153809
37,1899,8.214816093444824
38,1949,8.204541206359863
39,1999,8.196856498718262
40,2049,8.194311141967773
41,2099,8.179396629333496
42,2149,8.178730010986328
43,2199,8.167945861816406
44,2249,8.168349266052246
45,2299,8.159034729003906
46,2349,8.146251678466797
47,2399,8.148446083068848
48,2449,8.135730743408203
49,2499,8.128171920776367
50,2549,8.126555442810059
51,2599,8.117351531982422
52,2649,8.11426067352295
53,2699,8.109457969665527
54,2749,8.098575592041016
55,2799,8.098651885986328
56,2849,8.08978271484375
57,2899,8.08166790008545
58,2949,8.08042049407959
59,2999,8.073041915893555
60,3049,8.063520431518555
61,3099,8.0626802444458
62,3149,8.054354667663574
63,3199,8.054461479187012
64,3249,8.049677848815918
65,3299,8.036482810974121
66,3349,8.04092788696289
67,3399,8.029938697814941
68,3449,8.023472785949707
69,3499,8.020770072937012
70,3549,8.015058517456055
71,3599,8.010712623596191
72,3649,8.007116317749023
73,3699,7.998480796813965
74,3749,7.998233795166016
75,3799,7.99446964263916
76,3849,7.985683441162109
77,3899,7.984289169311523
78,3949,7.974799156188965
79,3999,7.970170497894287
80,4049,7.970908164978027
81,4099,7.9603495597839355
82,4149,7.9640374183654785
83,4199,7.957810878753662
84,4249,7.946688652038574
85,4299,7.950284481048584
86,4349,7.943000316619873
87,4399,7.935924530029297
88,4449,7.931697845458984
89,4499,7.93189811706543
90,4549,7.9199910163879395
91,4599,7.922367095947266
92,4649,7.9142913818359375
93,4699,7.917083740234375
94,4749,7.910529136657715
95,4799,7.900137901306152
96,4849,7.90495491027832
97,4899,7.894100189208984
98,4949,7.888972282409668
99,4999,7.8896894454956055
