epoch,step,train_loss
0,49,10.662336349487305
1,99,9.174683570861816
2,149,8.985186576843262
3,199,8.891751289367676
4,249,8.825725555419922
5,299,8.768438339233398
6,349,8.731969833374023
7,399,8.692334175109863
8,449,8.658567428588867
9,499,8.632862091064453
10,549,8.601263046264648
11,599,8.57196044921875
12,649,8.553936004638672
13,699,8.53012466430664
14,749,8.516610145568848
15,799,8.500395774841309
16,849,8.475341796875
17,899,8.46926212310791
18,949,8.449175834655762
19,999,8.433889389038086
20,1049,8.423069953918457
21,1099,8.409178733825684
22,1149,8.397858619689941
23,1199,8.38719654083252
24,1249,8.372315406799316
25,1299,8.365925788879395
26,1349,8.356383323669434
27,1399,8.342059135437012
28,1449,8.335620880126953
29,1499,8.320930480957031
30,1549,8.311821937561035
31,1599,8.307760238647461
32,1649,8.293033599853516
33,1699,8.292642593383789
34,1749,8.282685279846191
35,1799,8.267688751220703
36,1849,8.267127990722656
37,1899,8.256726264953613
38,1949,8.246362686157227
39,1999,8.238594055175781
40,2049,8.235963821411133
41,2099,8.220968246459961
42,2149,8.220224380493164
43,2199,8.209362983703613
44,2249,8.209692001342773
45,2299,8.200305938720703
46,2349,8.187352180480957
47,2399,8.189461708068848
48,2449,8.176586151123047
49,2499,8.16894245147705
50,2549,8.16727066040039
51,2599,8.158007621765137
52,2649,8.154857635498047
53,2699,8.149996757507324
54,2749,8.139057159423828
55,2799,8.139077186584473
56,2849,8.130146026611328
57,2899,8.121975898742676
58,2949,8.120670318603516
59,2999,8.113232612609863
60,3049,8.103653907775879
61,3099,8.10275650024414
62,3149,8.094371795654297
63,3199,8.094420433044434
64,3249,8.089576721191406
65,3299,8.076325416564941
66,3349,8.080707550048828
67,3399,8.069668769836426
68,3449,8.063217163085938
69,3499,8.060458183288574
70,3549,8.054680824279785
71,3599,8.0502347946167
72,3649,8.046570777893066
73,3699,8.037871360778809
74,3749,8.037572860717773
75,3799,8.033753395080566
76,3849,8.024903297424316
77,3899,8.023444175720215
78,3949,8.013891220092773
79,3999,8.009269714355469
80,4049,8.009957313537598
81,4099,7.99932861328125
82,4149,8.002943992614746
83,4199,7.996652603149414
84,4249,7.985458850860596
85,4299,7.988985538482666
86,4349,7.981630325317383
87,4399,7.974484920501709
88,4449,7.970188140869141
89,4499,7.970321178436279
90,4549,7.958345890045166
91,4599,7.960677623748779
92,4649,7.952529430389404
93,4699,7.9552412033081055
94,4749,7.948614120483398
95,4799,7.938148021697998
96,4849,7.942893028259277
97,4899,7.931963920593262
98,4949,7.926764011383057
99,4999,7.927405834197998
