epoch,step,train_loss
0,49,3.5785436630249023
1,99,2.916353702545166
2,149,2.674487829208374
3,199,2.5900046825408936
4,249,2.4604427814483643
5,299,2.328930139541626
6,349,2.6575865745544434
7,399,2.4004099369049072
8,449,2.3095786571502686
9,499,2.3558313846588135
10,549,2.373016595840454
11,599,2.0001113414764404
12,649,2.193603277206421
13,699,1.9751174449920654
14,749,2.086735248565674
15,799,1.8069665431976318
16,849,1.976800799369812
17,899,1.6734802722930908
18,949,1.8266044855117798
19,999,1.9556084871292114
20,1049,2.164640426635742
21,1099,2.0777149200439453
22,1149,1.728440761566162
23,1199,1.8279708623886108
24,1249,1.8114700317382812
25,1299,1.781388521194458
26,1349,1.9012776613235474
27,1399,1.912320613861084
28,1449,1.5942907333374023
29,1499,1.5707557201385498
30,1549,1.8177971839904785
31,1599,1.9546481370925903
32,1649,1.697137713432312
33,1699,1.7845704555511475
34,1749,1.587862253189087
35,1799,1.4380671977996826
36,1849,1.659993290901184
37,1899,1.3688334226608276
38,1949,1.3117165565490723
39,1999,1.4849636554718018
40,2049,1.695813775062561
41,2099,1.4497408866882324
42,2149,1.4262315034866333
43,2199,1.1784508228302002
44,2249,1.3695608377456665
45,2299,1.2924835681915283
46,2349,1.2473584413528442
47,2399,1.454055666923523
48,2449,1.2508444786071777
49,2499,1.3629897832870483
50,2549,1.0596532821655273
51,2599,1.09622061252594
52,2649,1.1640346050262451
53,2699,1.0098342895507812
54,2749,1.249177098274231
55,2799,1.1382977962493896
56,2849,1.1936771869659424
57,2899,1.0114446878433228
58,2949,0.8277358412742615
59,2999,0.8387322425842285
60,3049,0.8702855110168457
61,3099,0.807719349861145
62,3149,1.2095376253128052
63,3199,1.1580164432525635
64,3249,0.9500102996826172
65,3299,1.0285776853561401
66,3349,0.8821101188659668
67,3399,0.844315767288208
68,3449,1.0307533740997314
69,3499,0.9842116832733154
70,3549,0.9867169260978699
71,3599,1.0288550853729248
72,3649,0.9183000326156616
73,3699,0.565076470375061
74,3749,0.6106538772583008
75,3799,0.7316494584083557
76,3849,0.38024666905403137
77,3899,0.39274880290031433
78,3949,0.4957200288772583
79,3999,0.5381679534912109
80,4049,0.6891061663627625
81,4099,0.4016479551792145
82,4149,0.4605218470096588
83,4199,0.5392675995826721
84,4249,0.7067671418190002
85,4299,0.34694015979766846
86,4349,0.13924828171730042
87,4399,0.46264922618865967
88,4449,0.4050441086292267
89,4499,0.6186973452568054
90,4549,0.6892710328102112
91,4599,0.37545478343963623
92,4649,0.8082847595214844
93,4699,0.4372692406177521
94,4749,0.5266860127449036
95,4799,0.6355094313621521
96,4849,0.5551326274871826
97,4899,0.4252137839794159
98,4949,0.41183918714523315
99,4999,0.19755610823631287
