epoch,step,train_loss
0,49,10.562170028686523
1,99,9.177796363830566
2,149,8.983611106872559
3,199,8.886863708496094
4,249,8.821545600891113
5,299,8.764761924743652
6,349,8.727534294128418
7,399,8.687786102294922
8,449,8.653578758239746
9,499,8.6295166015625
10,549,8.60204792022705
11,599,8.574935913085938
12,649,8.558444023132324
13,699,8.535438537597656
14,749,8.522549629211426
15,799,8.506921768188477
16,849,8.48202133178711
17,899,8.475959777832031
18,949,8.455611228942871
19,999,8.440317153930664
20,1049,8.429607391357422
21,1099,8.4158353805542
22,1149,8.40443229675293
23,1199,8.393645286560059
24,1249,8.37863826751709
25,1299,8.372038841247559
26,1349,8.362274169921875
27,1399,8.34783935546875
28,1449,8.341292381286621
29,1499,8.326495170593262
30,1549,8.317280769348145
31,1599,8.313115119934082
32,1649,8.298290252685547
33,1699,8.297798156738281
34,1749,8.287742614746094
35,1799,8.272651672363281
36,1849,8.27199649810791
37,1899,8.26150131225586
38,1949,8.251052856445312
39,1999,8.243236541748047
40,2049,8.240609169006348
41,2099,8.225532531738281
42,2149,8.224701881408691
43,2199,8.213752746582031
44,2249,8.213996887207031
45,2299,8.204627990722656
46,2349,8.191605567932129
47,2399,8.193631172180176
48,2449,8.18067455291748
49,2499,8.172950744628906
50,2549,8.1712007522583
51,2599,8.161860466003418
52,2649,8.158638000488281
53,2699,8.153704643249512
54,2749,8.142690658569336
55,2799,8.142640113830566
56,2849,8.133642196655273
57,2899,8.125401496887207
58,2949,8.124029159545898
59,2999,8.116527557373047
60,3049,8.106882095336914
61,3099,8.105918884277344
62,3149,8.097471237182617
63,3199,8.097458839416504
64,3249,8.09255313873291
65,3299,8.079249382019043
66,3349,8.083578109741211
67,3399,8.072469711303711
68,3449,8.065884590148926
69,3499,8.063065528869629
70,3549,8.057235717773438
71,3599,8.052734375
72,3649,8.049016952514648
73,3699,8.040266036987305
74,3749,8.039905548095703
75,3799,8.036025047302246
76,3849,8.027125358581543
77,3899,8.025615692138672
78,3949,8.016012191772461
79,3999,8.011275291442871
80,4049,8.011900901794434
81,4099,8.001229286193848
82,4149,8.004801750183105
83,4199,7.998457431793213
84,4249,7.987220287322998
85,4299,7.9907026290893555
86,4349,7.983304023742676
87,4399,7.976111888885498
88,4449,7.9717698097229
89,4499,7.971857070922852
90,4549,7.959829807281494
91,4599,7.962090015411377
92,4649,7.953895092010498
93,4699,7.95656681060791
94,4749,7.949897289276123
95,4799,7.939387798309326
96,4849,7.944087982177734
97,4899,7.93311882019043
98,4949,7.9278740882873535
99,4999,7.928473949432373
